Question ID	Question Text	Section	Group	Question Join Key	Campaign	Cell	Key	Question Updated
10073	How many personal vehicles did your household use in 2015? Please include your personal day-to-day as well as vacation (e.g. road trip) vehicles.	Transportation	Personal Vehicles	2016 Ben & Jerry's Household Carbon Survey_48	2016 Ben & Jerry's Household Carbon Survey	i48	48	How many personal vehicles did your household use in 2015?
10146	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 2	Carbon Assessment for LEAD H1_48	Carbon Assessment for LEAD H1	i48	48	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 2)
10146	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 2	City of Fort Collins (rev2)_48	City of Fort Collins (rev2)	i53	48	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 2)
10069	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 1	New Belgium Brewery Sustainability Survey_48	New Belgium Brewery Sustainability Survey	i63	48	How many miles did your household drive this vehicle in 2015?
10069	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 1	Odell Sustainability Survey_48	Odell Sustainability Survey	i60	48	How many miles did your household drive this vehicle in 2015?
10146	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 2	2015 VEIC Carbon Survey_49	2015 VEIC Carbon Survey	i49	49	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 2)
10145	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 1	2016 Ben & Jerry's Household Carbon Survey_49	2016 Ben & Jerry's Household Carbon Survey	i49	49	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 1)
10073	How many personal vehicles did your household use in 2015? Note: Please include your personal day-to-day as well as vacation (e.g. road trip) vehicles.	Transportation	Personal Vehicles	2016 Middlebury College Household Sustainability Survey_49	2016 Middlebury College Household Sustainability Survey	i49	49	How many personal vehicles did your household use in 2015?
10103	What fuel type is it?	Transportation	Vehicle 2	Carbon Assessment for LEAD H1_49	Carbon Assessment for LEAD H1	i49	49	What fuel type is it? (Vehicle 2)
10103	What fuel type is it?	Transportation	Vehicle 2	City of Fort Collins (rev2)_49	City of Fort Collins (rev2)	i54	49	What fuel type is it? (Vehicle 2)
10130	What percentage of your fuel is biodiesel?	Transportation	Vehicle 1	New Belgium Brewery Sustainability Survey_49	New Belgium Brewery Sustainability Survey	i64	49	What percentage of your fuel is biodiesel? (Vehicle 1)
10130	What percentage of your fuel is biodiesel?	Transportation	Vehicle 1	Odell Sustainability Survey_49	Odell Sustainability Survey	i61	49	What percentage of your fuel is biodiesel? (Vehicle 1)
10103	What fuel type is it?	Transportation	Vehicle 2	2015 VEIC Carbon Survey_50	2015 VEIC Carbon Survey	i50	50	What fuel type is it? (Vehicle 2)
10102	What fuel type is it?	Transportation	Vehicle 1	2016 Ben & Jerry's Household Carbon Survey_50	2016 Ben & Jerry's Household Carbon Survey	i50	50	What fuel type is it? (Vehicle 1)
10145	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 1	2016 Middlebury College Household Sustainability Survey_50	2016 Middlebury College Household Sustainability Survey	i50	50	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 1)
10108	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 2	Carbon Assessment for LEAD H1_50	Carbon Assessment for LEAD H1	i50	50	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 2)
10108	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 2	City of Fort Collins (rev2)_50	City of Fort Collins (rev2)	i55	50	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 2)
10113	What percent of miles are pure electric mode?	Transportation	Vehicle 1	New Belgium Brewery Sustainability Survey_50	New Belgium Brewery Sustainability Survey	i65	50	What percent of miles are pure electric mode? (Vehicle 1)
10113	What percent of miles are pure electric mode?	Transportation	Vehicle 1	Odell Sustainability Survey_50	Odell Sustainability Survey	i62	50	What percent of miles are pure electric mode? (Vehicle 1)
10108	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 2	2015 VEIC Carbon Survey_51	2015 VEIC Carbon Survey	i51	51	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 2)
10107	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 1	2016 Ben & Jerry's Household Carbon Survey_51	2016 Ben & Jerry's Household Carbon Survey	i51	51	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 1)
10102	What fuel type is it?	Transportation	Vehicle 1	2016 Middlebury College Household Sustainability Survey_51	2016 Middlebury College Household Sustainability Survey	i51	51	What fuel type is it? (Vehicle 1)
10070	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 2	Carbon Assessment for LEAD H1_51	Carbon Assessment for LEAD H1	i51	51	How many miles did your household drive this vehicle in 2015?
10070	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 2	City of Fort Collins (rev2)_51	City of Fort Collins (rev2)	i56	51	How many miles did your household drive this vehicle in 2015?
10123	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 1	New Belgium Brewery Sustainability Survey_51	New Belgium Brewery Sustainability Survey	i66	51	What percent of this vehicle's charging is on your household bill? (Vehicle 1)
10123	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 1	Odell Sustainability Survey_51	Odell Sustainability Survey	i63	51	What percent of this vehicle's charging is on your household bill? (Vehicle 1)
10070	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 2	2015 VEIC Carbon Survey_52	2015 VEIC Carbon Survey	i52	52	How many miles did your household drive this vehicle in 2015?
10069	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 1	2016 Ben & Jerry's Household Carbon Survey_52	2016 Ben & Jerry's Household Carbon Survey	i52	52	How many miles did your household drive this vehicle in 2015?
10107	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 1	2016 Middlebury College Household Sustainability Survey_52	2016 Middlebury College Household Sustainability Survey	i52	52	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 1)
10114	What percent of miles are pure electric mode?	Transportation	Vehicle 2	Carbon Assessment for LEAD H1_52	Carbon Assessment for LEAD H1	i52	52	What percent of miles are pure electric mode? (Vehicle 2)
10114	What percent of miles are pure electric mode?	Transportation	Vehicle 2	City of Fort Collins (rev2)_52	City of Fort Collins (rev2)	i57	52	What percent of miles are pure electric mode? (Vehicle 2)
10146	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 2	New Belgium Brewery Sustainability Survey_52	New Belgium Brewery Sustainability Survey	i67	52	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 2)
10146	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 2	Odell Sustainability Survey_52	Odell Sustainability Survey	i64	52	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 2)
10114	What percent of miles are pure electric mode?	Transportation	Vehicle 2	2015 VEIC Carbon Survey_53	2015 VEIC Carbon Survey	i53	53	What percent of miles are pure electric mode? (Vehicle 2)
10130	What percentage of your fuel is biodiesel?	Transportation	Vehicle 1	2016 Ben & Jerry's Household Carbon Survey_53	2016 Ben & Jerry's Household Carbon Survey	i53	53	What percentage of your fuel is biodiesel? (Vehicle 1)
10069	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 1	2016 Middlebury College Household Sustainability Survey_53	2016 Middlebury College Household Sustainability Survey	i53	53	How many miles did your household drive this vehicle in 2015?
10124	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 2	Carbon Assessment for LEAD H1_53	Carbon Assessment for LEAD H1	i53	53	What percent of this vehicle's charging is on your household bill? (Vehicle 2)
10124	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 2	City of Fort Collins (rev2)_53	City of Fort Collins (rev2)	i58	53	What percent of this vehicle's charging is on your household bill? (Vehicle 2)
10103	What fuel type is it?	Transportation	Vehicle 2	New Belgium Brewery Sustainability Survey_53	New Belgium Brewery Sustainability Survey	i68	53	What fuel type is it? (Vehicle 2)
10103	What fuel type is it?	Transportation	Vehicle 2	Odell Sustainability Survey_53	Odell Sustainability Survey	i65	53	What fuel type is it? (Vehicle 2)
10124	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 2	2015 VEIC Carbon Survey_54	2015 VEIC Carbon Survey	i54	54	What percent of this vehicle's charging is on your household bill? (Vehicle 2)
10113	What percent of miles are pure electric mode?	Transportation	Vehicle 1	2016 Ben & Jerry's Household Carbon Survey_54	2016 Ben & Jerry's Household Carbon Survey	i54	54	What percent of miles are pure electric mode? (Vehicle 1)
10130	What percentage of your fuel is biodiesel?	Transportation	Vehicle 1	2016 Middlebury College Household Sustainability Survey_54	2016 Middlebury College Household Sustainability Survey	i54	54	What percentage of your fuel is biodiesel? (Vehicle 1)
10147	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 3	Carbon Assessment for LEAD H1_54	Carbon Assessment for LEAD H1	i54	54	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 3)
10147	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 3	City of Fort Collins (rev2)_54	City of Fort Collins (rev2)	i59	54	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 3)
10108	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 2	New Belgium Brewery Sustainability Survey_54	New Belgium Brewery Sustainability Survey	i69	54	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 2)
10108	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 2	Odell Sustainability Survey_54	Odell Sustainability Survey	i66	54	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 2)
10147	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 3	2015 VEIC Carbon Survey_55	2015 VEIC Carbon Survey	i55	55	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 3)
10123	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 1	2016 Ben & Jerry's Household Carbon Survey_55	2016 Ben & Jerry's Household Carbon Survey	i55	55	What percent of this vehicle's charging is on your household bill? (Vehicle 1)
10113	What percent of miles are pure electric mode?	Transportation	Vehicle 1	2016 Middlebury College Household Sustainability Survey_55	2016 Middlebury College Household Sustainability Survey	i55	55	What percent of miles are pure electric mode? (Vehicle 1)
10104	What fuel type is it?	Transportation	Vehicle 3	Carbon Assessment for LEAD H1_55	Carbon Assessment for LEAD H1	i55	55	What fuel type is it? (Vehicle 3)
10104	What fuel type is it?	Transportation	Vehicle 3	City of Fort Collins (rev2)_55	City of Fort Collins (rev2)	i60	55	What fuel type is it? (Vehicle 3)
10070	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 2	New Belgium Brewery Sustainability Survey_55	New Belgium Brewery Sustainability Survey	i70	55	How many miles did your household drive this vehicle in 2015?
10070	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 2	Odell Sustainability Survey_55	Odell Sustainability Survey	i67	55	How many miles did your household drive this vehicle in 2015?
10104	What fuel type is it?	Transportation	Vehicle 3	2015 VEIC Carbon Survey_56	2015 VEIC Carbon Survey	i56	56	What fuel type is it? (Vehicle 3)
10146	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 2	2016 Ben & Jerry's Household Carbon Survey_56	2016 Ben & Jerry's Household Carbon Survey	i56	56	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 2)
10123	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 1	2016 Middlebury College Household Sustainability Survey_56	2016 Middlebury College Household Sustainability Survey	i56	56	What percent of this vehicle's charging is on your household bill? (Vehicle 1)
10109	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 3	Carbon Assessment for LEAD H1_56	Carbon Assessment for LEAD H1	i56	56	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 3)
10109	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 3	City of Fort Collins (rev2)_56	City of Fort Collins (rev2)	i61	56	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 3)
10131	What percentage of your fuel is biodiesel?	Transportation	Vehicle 2	New Belgium Brewery Sustainability Survey_56	New Belgium Brewery Sustainability Survey	i71	56	What percentage of your fuel is biodiesel? (Vehicle 2)
10131	What percentage of your fuel is biodiesel?	Transportation	Vehicle 2	Odell Sustainability Survey_56	Odell Sustainability Survey	i68	56	What percentage of your fuel is biodiesel? (Vehicle 2)
10109	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 3	2015 VEIC Carbon Survey_57	2015 VEIC Carbon Survey	i57	57	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 3)
10103	What fuel type is it?	Transportation	Vehicle 2	2016 Ben & Jerry's Household Carbon Survey_57	2016 Ben & Jerry's Household Carbon Survey	i57	57	What fuel type is it? (Vehicle 2)
10146	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 2	2016 Middlebury College Household Sustainability Survey_57	2016 Middlebury College Household Sustainability Survey	i57	57	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 2)
10071	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 3	Carbon Assessment for LEAD H1_57	Carbon Assessment for LEAD H1	i57	57	How many miles did your household drive this vehicle in 2015?
10071	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 3	City of Fort Collins (rev2)_57	City of Fort Collins (rev2)	i62	57	How many miles did your household drive this vehicle in 2015?
10114	What percent of miles are pure electric mode?	Transportation	Vehicle 2	New Belgium Brewery Sustainability Survey_57	New Belgium Brewery Sustainability Survey	i72	57	What percent of miles are pure electric mode? (Vehicle 2)
10114	What percent of miles are pure electric mode?	Transportation	Vehicle 2	Odell Sustainability Survey_57	Odell Sustainability Survey	i69	57	What percent of miles are pure electric mode? (Vehicle 2)
10071	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 3	2015 VEIC Carbon Survey_58	2015 VEIC Carbon Survey	i58	58	How many miles did your household drive this vehicle in 2015?
10108	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 2	2016 Ben & Jerry's Household Carbon Survey_58	2016 Ben & Jerry's Household Carbon Survey	i58	58	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 2)
10103	What fuel type is it?	Transportation	Vehicle 2	2016 Middlebury College Household Sustainability Survey_58	2016 Middlebury College Household Sustainability Survey	i58	58	What fuel type is it? (Vehicle 2)
10115	What percent of miles are pure electric mode?	Transportation	Vehicle 3	Carbon Assessment for LEAD H1_58	Carbon Assessment for LEAD H1	i58	58	What percent of miles are pure electric mode? (Vehicle 3)
10115	What percent of miles are pure electric mode?	Transportation	Vehicle 3	City of Fort Collins (rev2)_58	City of Fort Collins (rev2)	i63	58	What percent of miles are pure electric mode? (Vehicle 3)
10124	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 2	New Belgium Brewery Sustainability Survey_58	New Belgium Brewery Sustainability Survey	i73	58	What percent of this vehicle's charging is on your household bill? (Vehicle 2)
10124	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 2	Odell Sustainability Survey_58	Odell Sustainability Survey	i70	58	What percent of this vehicle's charging is on your household bill? (Vehicle 2)
10115	What percent of miles are pure electric mode?	Transportation	Vehicle 3	2015 VEIC Carbon Survey_59	2015 VEIC Carbon Survey	i59	59	What percent of miles are pure electric mode? (Vehicle 3)
10070	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 2	2016 Ben & Jerry's Household Carbon Survey_59	2016 Ben & Jerry's Household Carbon Survey	i59	59	How many miles did your household drive this vehicle in 2015?
10108	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 2	2016 Middlebury College Household Sustainability Survey_59	2016 Middlebury College Household Sustainability Survey	i59	59	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 2)
10125	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 3	Carbon Assessment for LEAD H1_59	Carbon Assessment for LEAD H1	i59	59	What percent of this vehicle's charging is on your household bill? (Vehicle 3)
10125	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 3	City of Fort Collins (rev2)_59	City of Fort Collins (rev2)	i64	59	What percent of this vehicle's charging is on your household bill? (Vehicle 3)
10147	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 3	New Belgium Brewery Sustainability Survey_59	New Belgium Brewery Sustainability Survey	i74	59	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 3)
10147	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 3	Odell Sustainability Survey_59	Odell Sustainability Survey	i71	59	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 3)
10125	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 3	2015 VEIC Carbon Survey_60	2015 VEIC Carbon Survey	i60	60	What percent of this vehicle's charging is on your household bill? (Vehicle 3)
10131	What percentage of your fuel is biodiesel?	Transportation	Vehicle 2	2016 Ben & Jerry's Household Carbon Survey_60	2016 Ben & Jerry's Household Carbon Survey	i60	60	What percentage of your fuel is biodiesel? (Vehicle 2)
10070	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 2	2016 Middlebury College Household Sustainability Survey_60	2016 Middlebury College Household Sustainability Survey	i60	60	How many miles did your household drive this vehicle in 2015?
10148	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 4	Carbon Assessment for LEAD H1_60	Carbon Assessment for LEAD H1	i60	60	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 4)
10148	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 4	City of Fort Collins (rev2)_60	City of Fort Collins (rev2)	i65	60	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 4)
10104	What fuel type is it?	Transportation	Vehicle 3	New Belgium Brewery Sustainability Survey_60	New Belgium Brewery Sustainability Survey	i75	60	What fuel type is it? (Vehicle 3)
10104	What fuel type is it?	Transportation	Vehicle 3	Odell Sustainability Survey_60	Odell Sustainability Survey	i72	60	What fuel type is it? (Vehicle 3)
10148	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 4	2015 VEIC Carbon Survey_61	2015 VEIC Carbon Survey	i61	61	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 4)
10114	What percent of miles are pure electric mode?	Transportation	Vehicle 2	2016 Ben & Jerry's Household Carbon Survey_61	2016 Ben & Jerry's Household Carbon Survey	i61	61	What percent of miles are pure electric mode? (Vehicle 2)
10131	What percentage of your fuel is biodiesel?	Transportation	Vehicle 2	2016 Middlebury College Household Sustainability Survey_61	2016 Middlebury College Household Sustainability Survey	i61	61	What percentage of your fuel is biodiesel? (Vehicle 2)
10105	What fuel type is it?	Transportation	Vehicle 4	Carbon Assessment for LEAD H1_61	Carbon Assessment for LEAD H1	i61	61	What fuel type is it? (Vehicle 4)
10105	What fuel type is it?	Transportation	Vehicle 4	City of Fort Collins (rev2)_61	City of Fort Collins (rev2)	i66	61	What fuel type is it? (Vehicle 4)
10109	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 3	New Belgium Brewery Sustainability Survey_61	New Belgium Brewery Sustainability Survey	i76	61	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 3)
10109	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 3	Odell Sustainability Survey_61	Odell Sustainability Survey	i73	61	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 3)
10105	What fuel type is it?	Transportation	Vehicle 4	2015 VEIC Carbon Survey_62	2015 VEIC Carbon Survey	i62	62	What fuel type is it? (Vehicle 4)
10124	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 2	2016 Ben & Jerry's Household Carbon Survey_62	2016 Ben & Jerry's Household Carbon Survey	i62	62	What percent of this vehicle's charging is on your household bill? (Vehicle 2)
10114	What percent of miles are pure electric mode?	Transportation	Vehicle 2	2016 Middlebury College Household Sustainability Survey_62	2016 Middlebury College Household Sustainability Survey	i62	62	What percent of miles are pure electric mode? (Vehicle 2)
10110	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 4	Carbon Assessment for LEAD H1_62	Carbon Assessment for LEAD H1	i62	62	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 4)
10110	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 4	City of Fort Collins (rev2)_62	City of Fort Collins (rev2)	i67	62	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 4)
10071	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 3	New Belgium Brewery Sustainability Survey_62	New Belgium Brewery Sustainability Survey	i77	62	How many miles did your household drive this vehicle in 2015?
10071	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 3	Odell Sustainability Survey_62	Odell Sustainability Survey	i74	62	How many miles did your household drive this vehicle in 2015?
10110	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 4	2015 VEIC Carbon Survey_63	2015 VEIC Carbon Survey	i63	63	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 4)
10147	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 3	2016 Ben & Jerry's Household Carbon Survey_63	2016 Ben & Jerry's Household Carbon Survey	i63	63	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 3)
10124	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 2	2016 Middlebury College Household Sustainability Survey_63	2016 Middlebury College Household Sustainability Survey	i63	63	What percent of this vehicle's charging is on your household bill? (Vehicle 2)
10072	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 4	Carbon Assessment for LEAD H1_63	Carbon Assessment for LEAD H1	i63	63	How many miles did your household drive this vehicle in 2015?
10072	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 4	City of Fort Collins (rev2)_63	City of Fort Collins (rev2)	i68	63	How many miles did your household drive this vehicle in 2015?
10132	What percentage of your fuel is biodiesel?	Transportation	Vehicle 3	New Belgium Brewery Sustainability Survey_63	New Belgium Brewery Sustainability Survey	i78	63	What percentage of your fuel is biodiesel? (Vehicle 3)
10132	What percentage of your fuel is biodiesel?	Transportation	Vehicle 3	Odell Sustainability Survey_63	Odell Sustainability Survey	i75	63	What percentage of your fuel is biodiesel? (Vehicle 3)
10072	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 4	2015 VEIC Carbon Survey_64	2015 VEIC Carbon Survey	i64	64	How many miles did your household drive this vehicle in 2015?
10104	What fuel type is it?	Transportation	Vehicle 3	2016 Ben & Jerry's Household Carbon Survey_64	2016 Ben & Jerry's Household Carbon Survey	i64	64	What fuel type is it? (Vehicle 3)
10147	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 3	2016 Middlebury College Household Sustainability Survey_64	2016 Middlebury College Household Sustainability Survey	i64	64	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 3)
10116	What percent of miles are pure electric mode?	Transportation	Vehicle 4	Carbon Assessment for LEAD H1_64	Carbon Assessment for LEAD H1	i64	64	What percent of miles are pure electric mode? (Vehicle 4)
10116	What percent of miles are pure electric mode?	Transportation	Vehicle 4	City of Fort Collins (rev2)_64	City of Fort Collins (rev2)	i69	64	What percent of miles are pure electric mode? (Vehicle 4)
10115	What percent of miles are pure electric mode?	Transportation	Vehicle 3	New Belgium Brewery Sustainability Survey_64	New Belgium Brewery Sustainability Survey	i79	64	What percent of miles are pure electric mode? (Vehicle 3)
10115	What percent of miles are pure electric mode?	Transportation	Vehicle 3	Odell Sustainability Survey_64	Odell Sustainability Survey	i76	64	What percent of miles are pure electric mode? (Vehicle 3)
10116	What percent of miles are pure electric mode?	Transportation	Vehicle 4	2015 VEIC Carbon Survey_65	2015 VEIC Carbon Survey	i65	65	What percent of miles are pure electric mode? (Vehicle 4)
10109	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 3	2016 Ben & Jerry's Household Carbon Survey_65	2016 Ben & Jerry's Household Carbon Survey	i65	65	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 3)
10104	What fuel type is it?	Transportation	Vehicle 3	2016 Middlebury College Household Sustainability Survey_65	2016 Middlebury College Household Sustainability Survey	i65	65	What fuel type is it? (Vehicle 3)
10126	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 4	Carbon Assessment for LEAD H1_65	Carbon Assessment for LEAD H1	i65	65	What percent of this vehicle's charging is on your household bill? (Vehicle 4)
10126	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 4	City of Fort Collins (rev2)_65	City of Fort Collins (rev2)	i70	65	What percent of this vehicle's charging is on your household bill? (Vehicle 4)
10125	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 3	New Belgium Brewery Sustainability Survey_65	New Belgium Brewery Sustainability Survey	i80	65	What percent of this vehicle's charging is on your household bill? (Vehicle 3)
10125	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 3	Odell Sustainability Survey_65	Odell Sustainability Survey	i77	65	What percent of this vehicle's charging is on your household bill? (Vehicle 3)
10126	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 4	2015 VEIC Carbon Survey_66	2015 VEIC Carbon Survey	i66	66	What percent of this vehicle's charging is on your household bill? (Vehicle 4)
10071	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 3	2016 Ben & Jerry's Household Carbon Survey_66	2016 Ben & Jerry's Household Carbon Survey	i66	66	How many miles did your household drive this vehicle in 2015?
10109	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 3	2016 Middlebury College Household Sustainability Survey_66	2016 Middlebury College Household Sustainability Survey	i66	66	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 3)
10089	On average, how many days per week did you work in 2015?	Transportation	Commuting Frequency	Carbon Assessment for LEAD H1_66	Carbon Assessment for LEAD H1	i66	66	On average, how many days per week did you work in 2015?
10089	On average, how many days per week did you work in the last 12 months?	Transportation	Commuting Frequency	City of Fort Collins (rev2)_66	City of Fort Collins (rev2)	i71	66	On average, how many days per week did you work in 2015?
10148	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 4	New Belgium Brewery Sustainability Survey_66	New Belgium Brewery Sustainability Survey	i81	66	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 4)
10148	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 4	Odell Sustainability Survey_66	Odell Sustainability Survey	i78	66	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 4)
10089	On average, how many days per week did you work in 2015?	Transportation	Commuting Frequency	2015 VEIC Carbon Survey_67	2015 VEIC Carbon Survey	i67	67	On average, how many days per week did you work in 2015?
10132	What percentage of your fuel is biodiesel?	Transportation	Vehicle 3	2016 Ben & Jerry's Household Carbon Survey_67	2016 Ben & Jerry's Household Carbon Survey	i67	67	What percentage of your fuel is biodiesel? (Vehicle 3)
10071	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 3	2016 Middlebury College Household Sustainability Survey_67	2016 Middlebury College Household Sustainability Survey	i67	67	How many miles did your household drive this vehicle in 2015?
10076	How many weeks did you work in 2015?	Transportation	Commuting Frequency	Carbon Assessment for LEAD H1_67	Carbon Assessment for LEAD H1	i67	67	How many weeks did you work in 2015?
